article_id,PY
260,2018
261,2018
262,2018
263,2019
264,2018
265,2018
266,2018
267,2018
268,2018
269,2018
271,2018
272,2018
274,2019
275,2019
276,2018
277,2018
278,2018
279,2018
280,2018
281,2018
282,2018
283,2018
284,2018
285,2018
286,2018
287,2018
288,2018
291,2018
292,2018
293,2018
294,2019
295,2019
297,2018
298,2018
302,2018
304,2019
305,2018
306,2018
307,2018
308,2018
310,2018
311,2018
312,2018
313,2018
314,2018
315,2018
317,2018
318,2018
319,2018
320,2018
321,2018
322,2018
323,2018
324,2018
325,2018
326,2018
327,2018
328,2018
329,2018
330,2018
331,2018
332,2018
333,2018
334,2018
335,2018
336,2018
337,2018
338,2018
339,2018
340,2018
341,2018
342,2018
343,2018
344,2018
345,2018
346,2018
347,2018
348,2018
349,2018
350,2018
351,2018
352,2018
353,2018
354,2018
355,2018
356,2018
357,2018
358,2018
359,2018
360,2018
361,2018
362,2018
363,2018
364,2018
365,2018
367,2019
368,2019
369,2019
370,2018
371,2018
372,2018
373,2018
374,2018
375,2018
376,2018
378,2018
379,2018
380,2018
383,2018
384,2018
385,2018
386,2018
388,2018
389,2018
391,2018
392,2018
393,2018
394,2018
395,2018
396,2018
397,2018
398,2018
399,2018
400,2018
401,2018
402,2018
403,2018
404,2018
405,2018
407,2018
408,2018
410,2018
411,2018
412,2018
413,2018
414,2018
416,2018
417,2018
418,2018
420,2018
421,2018
423,2018
425,2018
426,2018
427,2018
428,2018
429,2018
430,2018
431,2018
432,2018
433,2018
434,2018
435,2018
436,2018
438,2018
440,2018
442,2018
443,2018
444,2018
445,2018
446,2018
447,2018
448,2018
449,2018
450,2018
451,2018
453,2018
454,2018
455,2018
456,2018
457,2018
458,2018
459,2018
460,2018
461,2018
462,2018
463,2018
464,2018
465,2018
468,2018
469,2017
470,2018
471,2018
472,2018
473,2018
474,2018
475,2018
476,2018
477,2018
478,2018
479,2018
480,2018
481,2018
482,2018
484,2018
485,2018
486,2018
487,2017
488,2017
489,2018
490,2018
491,2018
492,2018
493,2018
494,2018
495,2018
497,2017
498,2018
499,2018
500,2018
501,2017
502,2017
503,2017
504,2017
505,2017
507,2018
509,2017
511,2017
512,2017
514,2017
515,2017
516,2017
517,2017
518,2017
519,2017
520,2017
522,2017
524,2017
525,2017
526,2017
527,2017
528,2017
529,2017
530,2017
531,2017
534,2017
535,2017
536,2017
537,2017
538,2017
539,2017
540,2017
541,2017
543,2017
544,2017
545,2017
546,2017
547,2017
548,2017
549,2017
550,2017
552,2017
554,2017
557,2017
558,2017
559,2017
560,2017
561,2017
562,2017
563,2017
564,2017
565,2017
566,2017
567,2017
568,2017
572,2017
574,2017
575,2017
577,2017
578,2017
579,2017
580,2017
581,2017
582,2017
583,2017
584,2017
585,2017
586,2017
587,2017
588,2017
590,2017
591,2017
593,2017
594,2017
595,2017
596,2017
598,2017
599,2017
600,2017
602,2017
603,2017
604,2017
605,2017
606,2017
608,2016
609,2017
610,2017
611,2017
612,2017
613,2017
614,2016
615,2017
616,2017
617,2017
619,2017
620,2017
621,2017
623,2017
624,2017
625,2017
626,2017
627,2017
628,2017
629,2017
630,2016
631,2017
632,2017
633,2017
634,2017
635,2016
636,2017
637,2017
638,2017
639,2017
640,2017
641,2017
642,2017
643,2017
644,2016
646,2017
647,2016
648,2017
649,2017
650,2017
651,2017
652,2017
653,2017
654,2016
655,2016
656,2017
657,2016
658,2017
659,2017
660,2017
661,2016
662,2016
663,2016
664,2016
665,2016
666,2016
667,2016
668,2016
669,2016
670,2016
671,2016
672,2016
673,2016
674,2016
676,2016
677,2016
678,2016
679,2016
680,2016
681,2016
682,2016
684,2016
685,2016
686,2016
687,2016
688,2016
689,2016
690,2016
691,2016
692,2016
693,2016
694,2016
695,2016
696,2016
697,2016
698,2016
699,2016
700,2016
702,2016
703,2016
704,2016
705,2016
707,2016
709,2016
710,2016
711,2016
712,2016
713,2016
714,2016
715,2016
716,2016
717,2016
718,2016
719,2016
720,2016
721,2016
722,2016
723,2016
724,2016
725,2016
726,2016
727,2016
728,2016
729,2016
730,2016
731,2016
732,2016
733,2016
734,2016
735,2016
736,2016
737,2016
738,2016
739,2016
740,2016
741,2016
742,2016
743,2016
744,2016
745,2016
746,2016
747,2016
748,2016
749,2016
750,2015
752,2015
753,2015
754,2015
755,2015
756,2015
757,2015
758,2015
759,2015
760,2015
761,2015
762,2019
763,2019
765,2019
767,2019
768,2019
769,2019
770,2019
771,2019
772,2019
773,2019
774,2019
775,2019
776,2019
777,2019
778,2019
779,2019
781,2019
782,2019
783,2019
784,2019
785,2019
786,2019
787,2019
790,2019
791,2019
793,2019
795,2019
799,2019
800,2019
801,2019
802,2019
803,2019
804,2019
805,2019
807,2019
808,2019
811,2019
814,2018
815,2019
816,2019
818,2019
820,2018
822,2018
823,2019
824,2019
825,2018
827,2018
828,2018
829,2018
830,2018
831,2018
832,2018
833,2018
834,2018
835,2018
836,2018
838,2017
839,2018
841,2018
843,2018
845,2018
846,2018
849,2018
850,2018
851,2018
852,2018
853,2018
854,2018
855,2018
856,2018
857,2018
858,2018
859,2018
860,2018
862,2018
863,2018
866,2018
867,2018
868,2017
869,2017
871,2017
872,2017
873,2017
874,2017
876,2017
877,2017
878,2017
881,2017
882,2017
883,2017
884,2017
885,2017
886,2017
887,2017
888,2017
889,2017
890,2017
891,2017
892,2017
893,2017
894,2017
896,2017
897,2017
898,2017
901,2017
903,2017
904,2016
905,2017
906,2017
907,2017
908,2017
911,2017
912,2017
913,2016
915,2016
916,2016
917,2016
918,2016
919,2016
920,2016
921,2016
922,2016
924,2016
925,2016
926,2016
929,2016
930,2016
932,2016
933,2016
934,2016
935,2016
936,2016
937,2016
938,2016
940,2016
941,2016
942,2016
943,2016
944,2016
945,2016
947,2016
950,2015
952,2016
953,2016
954,2015
955,2015
956,2015
958,2015
959,2016
960,2015
961,2015
962,2015
963,2015
964,2015
965,2015
966,2015
967,2015
968,2015
969,2015
970,2015
971,2015
972,2015
973,2015
974,2015
977,2015
978,2015
980,2015
981,2015
982,2015
983,2015
984,2015
985,2015
990,2015
991,2015
992,2015
993,2015
994,2015
996,2015
997,2014
998,2015
999,2014
1000,2014
1001,2014
1002,2014
1004,2014
1005,2014
1006,2014
1009,2014
1011,2014
1013,2014
1014,2019
1015,2019
1016,2019
1018,2019
1020,2018
1021,2018
1022,2018
1023,2018
1024,2018
1025,2018
1026,2018
1027,2018
1028,2018
1029,2018
1030,2018
1032,2017
1033,2017
1034,2017
1035,2017
1036,2017
1037,2017
1038,2017
1039,2017
1040,2016
1041,2016
1042,2015
1043,2015
1044,2014
1045,2014
1046,2014
1047,2014
1048,2013
1049,2019
1050,2019
1051,2019
1052,2019
1054,2019
1055,2019
1056,2019
1057,2019
1058,2019
1060,2019
1061,2019
1063,2019
1064,2019
1065,2019
1066,2019
1067,2019
1068,2019
1069,2019
1070,2019
1071,2019
1072,2019
1073,2019
1074,2019
1075,2019
1077,2019
1078,2019
1079,2019
1080,2019
1081,2019
1082,2019
1083,2019
1084,2019
1086,2019
1087,2019
1088,2019
1089,2019
1090,2019
1091,2019
1092,2018
1093,2019
1094,2018
1095,2019
1096,2018
1097,2018
1098,2018
1099,2018
1101,2019
1103,2018
1104,2018
1105,2018
1106,2018
1107,2018
1109,2018
1111,2018
1113,2018
1114,2018
1115,2018
1116,2018
1117,2018
1118,2018
1120,2018
1121,2018
1122,2018
1123,2018
1124,2018
1125,2018
1126,2018
1127,2018
1128,2018
1129,2018
1130,2018
1132,2018
1133,2017
1134,2017
1136,2017
1137,2017
1139,2017
1142,2017
1144,2017
1145,2017
1146,2017
1147,2017
1148,2017
1149,2017
1150,2017
1151,2017
1152,2017
1153,2017
1154,2017
1155,2017
1158,2017
1159,2017
1160,2017
1161,2017
1162,2017
1163,2016
1164,2016
1165,2016
1166,2016
1168,2016
1170,2016
1172,2016
1173,2016
1174,2016
1175,2016
1176,2016
1177,2016
1179,2016
1180,2016
1181,2016
1182,2016
1183,2016
1185,2016
1186,2016
1187,2015
1188,2016
1189,2016
1190,2016
1191,2016
1192,2016
1193,2016
1194,2016
1195,2016
1197,2016
1198,2016
1199,2015
1200,2015
1201,2016
1202,2015
1203,2015
1204,2015
1205,2015
1206,2015
1208,2015
1209,2015
1210,2015
1211,2015
1212,2015
1213,2015
1214,2015
1215,2015
1216,2015
1217,2015
1218,2015
1219,2015
1220,2015
1221,2015
1222,2015
1223,2015
1224,2015
1225,2015
1227,2015
1228,2015
1229,2015
1230,2015
1231,2015
1232,2015
1233,2014
1234,2014
1235,2015
1236,2015
1237,2014
1238,2014
1239,2014
1240,2014
1242,2014
1243,2014
1244,2014
1245,2014
1246,2014
1247,2014
1248,2014
1249,2014
1250,2014
1251,2014
1252,2014
1253,2014
1254,2014
1255,2014
1256,2014
1257,2014
1258,2014
1259,2014
1260,2014
1261,2014
1262,2014
1263,2014
1265,2013
1266,2013
1267,2019
1268,2019
1271,2019
1272,2019
1273,2019
1274,2019
1275,2019
1276,2019
1277,2019
1278,2019
1279,2019
1280,2019
1281,2019
1282,2019
1283,2019
1284,2019
1285,2019
1287,2019
1288,2019
1289,2019
1290,2019
1291,2019
1292,2019
1293,2019
1295,2019
1297,2019
1298,2019
1300,2019
1301,2019
1302,2018
1303,2019
1304,2019
1305,2018
1306,2018
1307,2018
1308,2018
1309,2018
1310,2018
1311,2018
1312,2018
1313,2018
1315,2018
1316,2017
1317,2018
1318,2018
1320,2018
1321,2018
1322,2018
1323,2018
1324,2018
1326,2018
1327,2018
1328,2018
1329,2018
1330,2018
1332,2018
1333,2018
1334,2018
1336,2018
1337,2018
1338,2018
1339,2018
1340,2017
1341,2018
1342,2018
1343,2017
1344,2017
1345,2017
1346,2017
1347,2017
1348,2017
1349,2018
1350,2017
1351,2017
1352,2017
1353,2017
1354,2017
1355,2017
1356,2017
1357,2017
1358,2017
1359,2017
1360,2017
1361,2017
1363,2017
1364,2017
1365,2017
1367,2017
1368,2017
1369,2017
1370,2017
1371,2016
1372,2017
1374,2017
1375,2016
1376,2016
1377,2016
1378,2016
1379,2016
1380,2016
1383,2016
1386,2016
1388,2016
1389,2016
1390,2016
1391,2016
1392,2016
1394,2016
1396,2016
1397,2016
1398,2016
1399,2016
1401,2016
1402,2016
1404,2016
1405,2016
1406,2015
1407,2015
1409,2015
1410,2015
1411,2015
1412,2015
1413,2015
1414,2015
1415,2015
1416,2015
1417,2015
1418,2015
1419,2015
1420,2015
1422,2015
1423,2015
1424,2015
1425,2015
1426,2015
1428,2015
1429,2015
1430,2015
1431,2015
1432,2015
1433,2014
1435,2015
1436,2015
1437,2015
1438,2015
1439,2015
1440,2015
1441,2015
1442,2015
1443,2015
1445,2015
1446,2015
1447,2015
1448,2015
1449,2014
1450,2014
1453,2014
1454,2014
1455,2014
1456,2014
1457,2014
1459,2014
1460,2014
1461,2014
1462,2014
1463,2014
1464,2014
1465,2014
1466,2014
1467,2014
1468,2014
1471,2014
1472,2014
1473,2013
1474,2013
1475,2013
1476,2014
1477,2013
1478,2014
1479,2013
1480,2013
1481,2013
1482,2013
1483,2013
1484,2013
1485,2013
1487,2013
1488,2013
1489,2013
1490,2013
1491,2013
1492,2013
1493,2013
1494,2013
1496,2013
1497,2013
1498,2013
1499,2013
1500,2013
1501,2013
1502,2013
1503,2013
1504,2013
1505,2013
1506,2013
1507,2013
1508,2013
1509,2013
1510,2013
1511,2013
1512,2013
1513,2013
1514,2013
1515,2013
1516,2013
1517,2013
1518,2013
1519,2013
1520,2013
1522,2012
1523,2012
1524,2012
1525,2012
1526,2012
1527,2012
1528,2012
1529,2012
1530,2012
1531,2012
1532,2012
1533,2012
1534,2012
1535,2012
1536,2012
1537,2012
1538,2012
1539,2012
1540,2012
1541,2012
1542,2012
1543,2012
1544,2012
1545,2012
1546,2012
1547,2011
1548,2012
1549,2011
1550,2011
1551,2011
1552,2011
1553,2011
1554,2011
1555,2011
1556,2011
1557,2011
1558,2011
1559,2011
1561,2011
1562,2010
1563,2019
1564,2019
1565,2019
1566,2019
1568,2019
1569,2019
1571,2019
1572,2019
1574,2019
1575,2019
1576,2019
1577,2019
1578,2019
1579,2019
1580,2019
1581,2019
1583,2019
1584,2019
1585,2019
1586,2019
1587,2019
1588,2019
1589,2019
1590,2019
1591,2019
1594,2019
1595,2019
1597,2019
1598,2019
1599,2019
1600,2019
1601,2019
1602,2019
1604,2019
1606,2019
1607,2019
1609,2019
1611,2019
1612,2019
1613,2019
1614,2018
1615,2018
1616,2018
1618,2018
1619,2018
1620,2018
1621,2018
1622,2019
1625,2018
1626,2018
1627,2018
1628,2018
1629,2018
1630,2018
1631,2018
1634,2017
1635,2018
1636,2018
1637,2018
1638,2018
1640,2018
1641,2018
1642,2018
1643,2018
1644,2018
1645,2018
1646,2018
1647,2018
1648,2018
1649,2018
1650,2018
1651,2018
1652,2018
1653,2018
1654,2018
1655,2018
1656,2018
1657,2018
1658,2018
1659,2018
1660,2018
1661,2018
1662,2018
1663,2018
1664,2017
1665,2017
1666,2017
1667,2017
1668,2017
1669,2017
1671,2017
1672,2017
1674,2017
1675,2017
1678,2017
1679,2017
1681,2017
1682,2017
1683,2017
1684,2017
1685,2017
1686,2017
1687,2017
1688,2017
1690,2017
1691,2017
1692,2017
1693,2017
1694,2017
1695,2017
1696,2017
1698,2017
1699,2016
1700,2017
1701,2016
1703,2017
1704,2016
1705,2017
1708,2016
1709,2016
1710,2017
1711,2016
1712,2016
1713,2016
1714,2015
1715,2016
1717,2016
1718,2016
1719,2016
1720,2016
1721,2016
1722,2016
1723,2016
1724,2016
1725,2016
1726,2016
1727,2016
1728,2016
1730,2016
1731,2016
1732,2016
1733,2016
1734,2016
1735,2016
1738,2016
1739,2015
1740,2016
1741,2016
1742,2015
1743,2015
1746,2015
1747,2015
1748,2015
1749,2015
1750,2016
1752,2015
1753,2015
1754,2015
1755,2015
1757,2015
1758,2015
1759,2015
1760,2015
1761,2015
1762,2015
1763,2015
1765,2015
1766,2015
1767,2015
1768,2015
1769,2015
1771,2015
1772,2015
1773,2015
1774,2014
1775,2015
1776,2015
1777,2015
1778,2014
1779,2014
1780,2014
1781,2014
1782,2014
1783,2014
1784,2014
1785,2014
1786,2014
1787,2014
1788,2014
1789,2014
1790,2014
1791,2014
1793,2014
1794,2014
1795,2014
1796,2013
1797,2013
1798,2013
1799,2013
1800,2013
1801,2013
1802,2013
1803,2013
1804,2013
1805,2013
1806,2013
1807,2013
1808,2013
1809,2013
1810,2013
1811,2013
1812,2013
1813,2013
1814,2013
1815,2013
1816,2013
1817,2013
1818,2013
1819,2013
1820,2013
1821,2013
1822,2013
1823,2013
1824,2013
1825,2013
1826,2012
1827,2013
1828,2013
1829,2013
1830,2013
1831,2013
1832,2012
1833,2012
1834,2012
1835,2012
1836,2012
1837,2012
1838,2012
1842,2012
1843,2012
1845,2012
1846,2012
1847,2012
1848,2012
1849,2012
1850,2012
1851,2011
1852,2011
1853,2011
1854,2011
1855,2011
1856,2011
1857,2011
1858,2011
1859,2011
1860,2011
1861,2011
1862,2011
1863,2010
1864,2019
1866,2019
1868,2019
1869,2019
1871,2019
1872,2019
1873,2019
1874,2019
1875,2019
1878,2019
1879,2019
1882,2019
1883,2019
1886,2019
1888,2019
1889,2019
1891,2019
1892,2019
1893,2019
1894,2019
1895,2019
1898,2018
1899,2019
1900,2018
1901,2019
1903,2018
1905,2018
1906,2018
1907,2018
1908,2019
1909,2018
1910,2018
1912,2018
1913,2018
1915,2019
1916,2018
1917,2018
1918,2018
1919,2018
1921,2018
1923,2018
1924,2018
1925,2018
1927,2018
1928,2018
1931,2018
1932,2018
1934,2018
1935,2017
1936,2017
1937,2017
1939,2017
1940,2017
1942,2017
1944,2017
1945,2017
1946,2017
1948,2017
1949,2017
1950,2016
1952,2017
1953,2016
1954,2016
1955,2016
1956,2016
1961,2016
1962,2016
1963,2016
1964,2016
1965,2016
1966,2016
1967,2016
1968,2016
1969,2016
1970,2016
1971,2016
1972,2016
1973,2016
1974,2016
1975,2016
1976,2016
1977,2016
1978,2016
1979,2015
1980,2015
1981,2015
1982,2015
1983,2015
1984,2015
1985,2015
1986,2015
1987,2015
1988,2015
1989,2015
1990,2015
1991,2015
1992,2015
1993,2015
1994,2015
1995,2015
1996,2015
1997,2015
1999,2015
2000,2015
2001,2015
2002,2015
2003,2015
2005,2015
2006,2015
2007,2015
2008,2015
2009,2015
2013,2015
2014,2014
2015,2014
2016,2015
2017,2014
2018,2014
2019,2014
2020,2014
2021,2014
2022,2014
2023,2014
2024,2014
2025,2014
2026,2014
2027,2014
2029,2014
2030,2014
2031,2014
2032,2014
2033,2014
2034,2014
2035,2014
2036,2014
2037,2014
2038,2014
2040,2014
2041,2014
2042,2014
2043,2014
2044,2014
2045,2014
2046,2014
2048,2014
2049,2014
2050,2014
2051,2014
2052,2014
2053,2014
2054,2014
2055,2014
2056,2014
2057,2014
2058,2013
2059,2013
2060,2014
2061,2014
2062,2014
2063,2014
2065,2014
2066,2014
2067,2014
2068,2013
2069,2013
2070,2013
2071,2013
2072,2013
2073,2013
2074,2013
2075,2013
2076,2013
2077,2013
2078,2013
2079,2013
2080,2013
2081,2013
2082,2013
2083,2013
2084,2013
2085,2013
2086,2013
2088,2013
2089,2013
2090,2013
2091,2013
2092,2013
2093,2013
2094,2013
2095,2013
2096,2013
2097,2013
2098,2013
2099,2013
2100,2013
2101,2013
2102,2013
2103,2013
2104,2013
2105,2013
2107,2013
2108,2013
2109,2012
2110,2012
2111,2013
2112,2012
2113,2012
2114,2013
2115,2012
2116,2012
2117,2012
2118,2012
2119,2012
2120,2012
2121,2012
2122,2012
2123,2012
2124,2012
2125,2012
2126,2012
2127,2012
2128,2012
2131,2012
2132,2012
2134,2012
2135,2012
2136,2012
2137,2012
2138,2012
2139,2012
2140,2012
2141,2012
2142,2012
2143,2012
2144,2012
2145,2012
2147,2011
2148,2011
2149,2011
2150,2011
2151,2011
2152,2011
2153,2011
2154,2011
2155,2011
2156,2011
2157,2011
2158,2011
2159,2011
2160,2011
2161,2011
2162,2011
2163,2011
2164,2011
2166,2011
2167,2011
2168,2011
2169,2011
2170,2011
2171,2011
2172,2011
2173,2011
2174,2011
2175,2011
2176,2011
2177,2010
2178,2010
2179,2010
2180,2019
2182,2019
2187,2019
2188,2019
2191,2019
2193,2019
2194,2019
2195,2019
2196,2019
2197,2019
2199,2019
2202,2018
2205,2019
2206,2019
2207,2019
2208,2019
2209,2018
2210,2018
2211,2018
2213,2018
2216,2018
2217,2018
2218,2018
2219,2018
2220,2018
2222,2018
2224,2018
2227,2018
2228,2018
2230,2018
2231,2018
2236,2018
2237,2018
2238,2018
2240,2016
2242,2017
2243,2017
2244,2017
2246,2017
2250,2017
2251,2017
2252,2017
2256,2017
2257,2017
2266,2017
2268,2017
2269,2017
2271,2017
2272,2017
2273,2017
2274,2016
2277,2016
2279,2016
2280,2016
2284,2016
2285,2016
2286,2016
2287,2016
2288,2016
2289,2016
2291,2016
2293,2016
2294,2016
2295,2016
2296,2016
2297,2016
2300,2016
2301,2016
2306,2016
2308,2016
2309,2016
2311,2016
2312,2016
2314,2016
2315,2015
2316,2015
2318,2015
2320,2015
2321,2015
2322,2015
2325,2015
2329,2015
2330,2015
2331,2015
2332,2015
2333,2015
2335,2015
2338,2015
2340,2015
2341,2015
2343,2015
2345,2015
2347,2015
2348,2015
2349,2015
2351,2015
2352,2015
2353,2014
2355,2015
2356,2015
2358,2015
2362,2014
2364,2014
2367,2014
2368,2014
2369,2014
2370,2014
2375,2014
2378,2014
2380,2014
2381,2014
2386,2014
2388,2014
2390,2014
2392,2014
2394,2014
2397,2014
2398,2014
2399,2014
2400,2014
2401,2014
2403,2014
2404,2014
2405,2014
2406,2014
2407,2014
2409,2014
2410,2014
2412,2014
2414,2014
2416,2014
2417,2013
2419,2013
2421,2013
2423,2013
2424,2013
2425,2014
2426,2014
2428,2013
2429,2013
2430,2014
2433,2014
2434,2014
2435,2014
2436,2014
2437,2014
2439,2014
2440,2014
2443,2013
2448,2013
2449,2013
2451,2013
2452,2013
2453,2013
2454,2013
2455,2013
2456,2013
2457,2013
2458,2013
2460,2013
2461,2013
2462,2013
2463,2013
2464,2013
2467,2013
2468,2013
2470,2013
2472,2013
2473,2013
2475,2013
2477,2013
2479,2013
2480,2013
2481,2013
2482,2013
2483,2013
2484,2013
2486,2013
2488,2013
2490,2013
2491,2013
2492,2013
2495,2013
2496,2013
2498,2012
2501,2013
2502,2013
2503,2013
2504,2013
2505,2013
2506,2013
2507,2013
2508,2013
2509,2013
2511,2013
2512,2013
2513,2013
2514,2013
2516,2013
2517,2013
2519,2013
2520,2013
2522,2013
2526,2012
2527,2012
2528,2012
2529,2012
2531,2012
2532,2013
2533,2013
2534,2013
2535,2012
2536,2012
2538,2012
2539,2012
2540,2012
2543,2012
2544,2012
2545,2012
2546,2012
2550,2012
2552,2012
2553,2012
2554,2012
2555,2012
2556,2012
2557,2012
2558,2012
2560,2012
2561,2012
2563,2012
2564,2012
2565,2012
2566,2012
2567,2012
2569,2012
2570,2012
2572,2012
2573,2012
2574,2012
2577,2012
2581,2012
2582,2012
2583,2012
2584,2012
2585,2012
2586,2012
2587,2012
2588,2012
2591,2012
2592,2012
2596,2012
2597,2012
2599,2012
2600,2012
2602,2012
2603,2012
2604,2012
2606,2012
2607,2012
2608,2012
2609,2012
2610,2012
2611,2012
2613,2012
2614,2012
2615,2012
2618,2012
2619,2011
2622,2011
2623,2012
2627,2012
2629,2012
2630,2012
2631,2011
2633,2012
2635,2012
2636,2012
2637,2012
2638,2012
2641,2012
2643,2011
2645,2012
2647,2011
2652,2011
2654,2012
2656,2012
2657,2012
2658,2012
2659,2011
2660,2011
2663,2011
2664,2011
2667,2011
2668,2011
2669,2011
2670,2011
2673,2011
2674,2011
2676,2011
2678,2011
2679,2011
2680,2011
2683,2011
2685,2011
2686,2011
2687,2011
2689,2011
2691,2011
2693,2011
2694,2011
2695,2011
2697,2011
2698,2011
2699,2011
2702,2011
2703,2011
2704,2011
2705,2011
2706,2011
2707,2011
2708,2011
2709,2011
2711,2011
2712,2011
2713,2011
2715,2011
2716,2011
2717,2011
2719,2011
2720,2011
2721,2011
2722,2011
2726,2011
2727,2011
2730,2011
2731,2011
2732,2011
2733,2011
2735,2011
2736,2011
2737,2011
2739,2011
2740,2011
2741,2011
2743,2011
2744,2011
2747,2011
2748,2011
2749,2011
2750,2011
2751,2011
2752,2011
2753,2011
2754,2011
2755,2011
2756,2011
2757,2011
2762,2011
2763,2011
2764,2011
2766,2011
2767,2011
2772,2011
2773,2011
2776,2011
2777,2011
2778,2011
2779,2011
2780,2011
2782,2011
2783,2011
2784,2011
2785,2011
2786,2011
2788,2011
2789,2011
2790,2011
2791,2011
2792,2011
2793,2011
2794,2011
2795,2011
2796,2011
2797,2011
2798,2011
2799,2011
2800,2011
2801,2011
2802,2011
2803,2011
2805,2011
2806,2011
2808,2011
2811,2011
2813,2011
2814,2011
2815,2011
2816,2011
2818,2011
2819,2011
2820,2011
2822,2011
2823,2011
2824,2011
2826,2011
2827,2011
2828,2011
2829,2011
2831,2011
2834,2010
2835,2010
2836,2010
2840,2010
2841,2010
2842,2010
2843,2010
2845,2010
2846,2010
2847,2010
2848,2010
2849,2010
2850,2010
2851,2010
2852,2010
2853,2010
2854,2010
2855,2010
2856,2010
2859,2010
2860,2010
2862,2010
2863,2010
2865,2010
2866,2010
2868,2010
2870,2010
2871,2010
2874,2010
2875,2010
2876,2010
2877,2010
2878,2010
2879,2010
2880,2010
2881,2010
2882,2010
2883,2010
2885,2010
2886,2010
2887,2010
2888,2010
2889,2010
2891,2010
2892,2010
2896,2010
2897,2010
2899,2010
2900,2010
2901,2010
2903,2010
2904,2010
2905,2010
2906,2010
2907,2010
2908,2010
2909,2010
2910,2010
2911,2010
2912,2010
2913,2010
2914,2010
2915,2010
2916,2010
2917,2010
2920,2010
2921,2010
2922,2010
2924,2010
2926,2010
2927,2010
2928,2010
2929,2010
2930,2010
2931,2010
2932,2010
2934,2010
2936,2010
2941,2010
2943,2010
2944,2010
2945,2010
2946,2010
2947,2010
2948,2010
2950,2010
2951,2010
2952,2010
2953,2010
2954,2010
2956,2010
2957,2010
2958,2010
2959,2010
2961,2010
2963,2010
2965,2010
2967,2010
2968,2010
2969,2010
2970,2010
2971,2010
2972,2010
2973,2010
2974,2010
2975,2010
2976,2010
2977,2010
2978,2010
2979,2010
2980,2010
2981,2010
2982,2010
2983,2010
2984,2010
2985,2010
2986,2010
2987,2010
2988,2010
2989,2010
2990,2010
2991,2010
2992,2010
2994,2010
2995,2010
2996,2010
2997,2010
2998,2010
2999,2010
3000,2010
3001,2010
3002,2010
3003,2010
3005,2010
3006,2010
3007,2010
3008,2010
3009,2010
3011,2010
3013,2010
3015,2010
3016,2010
3017,2010
3020,2010
3022,2010
3023,2010
3024,2010
3025,2010
3026,2009
3027,2009
3028,2009
3030,2009
3031,2009
3032,2009
3033,2009
3034,2009
3035,2009
3036,2009
3037,2009
3038,2009
3039,2009
3040,2009
3041,2009
3044,2009
3045,2009
3046,2009
3047,2009
3051,2009
3052,2009
3053,2009
3054,2009
3055,2009
3056,2009
3057,2009
3060,2009
3061,2009
3062,2009
3063,2009
3064,2009
3065,2009
3066,2009
3067,2009
3068,2009
3069,2009
3070,2009
3071,2009
3072,2009
3073,2009
3074,2009
3076,2009
3077,2009
3079,2009
3080,2009
3081,2009
3082,2009
3083,2009
3084,2009
3085,2009
3086,2009
3087,2009
3088,2009
3089,2009
3090,2009
3091,2009
3093,2009
3094,2009
3095,2009
3096,2009
3097,2009
3098,2009
